ROLE_PERM_ID,OBJ_ID,ROLE_ID,PERM_ID,ACTV_IND
OLE10628,OLE10628,OLE10033,OLE10129,Y
OLE10629,OLE10629,OLE10034,OLE10129,Y
OLE10630,OLE10630,OLE10016,OLE394,Y
OLE10631,OLE10631,OLE10044,OLE394,Y
OLE10632,OLE10632,OLE10019,OLE394,Y
OLE10633,OLE10633,OLE10020,OLE394,Y
OLE10634,OLE10634,OLE10033,OLE394,Y
OLE10635,OLE10635,OLE10034,OLE394,Y
OLE10636,OLE10636,OLE10036,OLE394,Y
OLE10637,OLE10637,OLE10037,OLE394,Y
OLE10638,OLE10638,OLE10038,OLE394,Y
OLE10639,1203,OLE10046,OLE10130,Y
OLE10640,1204,OLE10046,OLE10131,Y
OLE10641,1205,OLE10046,OLE10132,Y
OLE10642,1209,OLE10047,OLE10131,Y
OLE10643,1210,OLE10047,OLE10132,Y
OLE10644,1019,OLE10049,OLE10133,Y
OLE10645,1020,OLE10050,OLE10134,Y
OLE10646,1021,OLE10049,OLE10134,Y
OLE10647,OLE100051,OLE10053,OLE10135,Y
OLE10648,OLE100061,OLE10057,OLE10136,Y
OLE10649,OLE100071,OLE10051,OLE10137,Y
OLE10650,1013,OLE10046,OLE10138,Y
OLE10651,1014,OLE10046,OLE10139,Y
OLE10652,1015,OLE10046,OLE10140,Y
OLE10653,1016,OLE10046,OLE10141,Y
OLE10654,1017,OLE10046,OLE10142,Y
OLE10655,1018,OLE10046,OLE10143,Y
OLE10656,1022,OLE10058,OLE10144,Y
OLE10657,1023,OLE10058,OLE10145,Y
OLE10658,1024,OLE10058,OLE10146,Y
OLE10659,1025,OLE10058,OLE10147,Y
OLE10660,1026,OLE10058,OLE10148,Y
OLE10661,1027,OLE10058,OLE10149,Y
OLE10662,1028,OLE10058,OLE10150,Y
OLE10663,1029,OLE10058,OLE10151,Y
OLE10664,1030,OLE10058,OLE10152,Y
OLE10665,1031,OLE10058,OLE10153,Y
OLE10666,1032,OLE10058,OLE10154,Y
OLE10667,1033,OLE10058,OLE10155,Y
OLE10668,1034,OLE10058,OLE10156,Y
OLE10669,1035,OLE10058,OLE10157,Y
OLE10670,1036,OLE10058,OLE10158,Y
OLE10671,1037,OLE10058,OLE10159,Y
OLE10672,1038,OLE10058,OLE10160,Y
OLE10673,1039,OLE10058,OLE10161,Y
OLE10674,1040,OLE10058,OLE10162,Y
OLE10675,1041,OLE10058,OLE10163,Y
OLE10676,1042,OLE10058,OLE10164,Y
OLE10677,1043,OLE10058,OLE10165,Y
OLE10678,1044,OLE10058,OLE10166,Y
OLE10679,1045,OLE10058,OLE10167,Y
OLE10680,1046,OLE10058,OLE10168,Y
OLE10681,OLE1040,OLE10057,OLE10169,Y
OLE10682,OLE1041,OLE10057,OLE10170,Y
OLE10683,OLE1042,OLE10057,OLE10171,Y
OLE10684,OLE1043,OLE10057,OLE10172,Y
OLE10685,OLE1044,OLE10057,OLE10173,Y
OLE10686,OLE1045,OLE10057,OLE10174,Y
OLE10687,OLE1046,OLE10057,OLE10175,Y
OLE10688,OLE1047,OLE10057,OLE10176,Y
OLE10689,OLE1048,OLE10057,OLE10177,Y
OLE10690,OLE1049,OLE10057,OLE10178,Y
OLE10691,OLE1050,OLE10057,OLE10179,Y
OLE10692,OLE1051,OLE10057,OLE10180,Y
OLE10693,OLE1052,OLE10057,OLE10181,Y
OLE10694,OLE1053,OLE10057,OLE10182,Y
OLE10695,OLE1054,OLE10057,OLE10183,Y
OLE10696,OLE1055,OLE10057,OLE10184,Y
OLE10697,OLE1056,OLE10055,OLE10185,Y
OLE10700,1102,OLE10061,OLE10187,Y
OLE10701,1103,OLE10062,OLE10188,Y
OLE10703,OLE1057,OLE10052,OLE10190,Y
OLE10704,OLE1058,OLE10053,OLE10190,Y
OLE10705,OLE1059,OLE10054,OLE10190,Y
OLE10706,OLE1060,OLE10057,OLE10190,Y
OLE10707,OLE1061,OLE10052,OLE10191,Y
OLE10708,OLE1062,OLE10053,OLE10191,Y
OLE10709,OLE1063,OLE10054,OLE10191,Y
OLE10710,OLE1064,OLE10057,OLE10191,Y
OLE10711,2100,OLE10063,OLE10192,Y
KR1000,D0C2892F47EE9142E0406E0AC31D23D6,KR1001,KR1000,Y
KR1001,D0C2892F47EF9142E0406E0AC31D23D6,KR1001,181,Y
KRSAP1003,CDD8032915D9BF1FE040F90A05B94313,KRSAP10003,KRSAP10003,Y
KRSAP1004,CDD8032915DDBF1FE040F90A05B94313,KRSAP10004,KRSAP10004,Y
KRSAP1005,CDD8032915E1BF1FE040F90A05B94313,KRSAP10003,KRSAP10005,Y
KRSAP1006,CDD8032915E5BF1FE040F90A05B94313,KRSAP10003,KRSAP10006,Y
KRSAP1007,CDD8032915E9BF1FE040F90A05B94313,KRSAP10003,KRSAP10007,Y
KRSAP1008,CDD8032915EDBF1FE040F90A05B94313,KRSAP10003,KRSAP10008,Y
KRSAP1009,CDD8032915F1BF1FE040F90A05B94313,KRSAP10003,KRSAP10009,Y
KRSAP1010,CDD8032915F5BF1FE040F90A05B94313,KRSAP10003,KRSAP10010,Y
KRSAP1011,CDD8032915F9BF1FE040F90A05B94313,KRSAP10003,KRSAP10011,Y
